,filename,levensthein_distance_char,levensthein_distance_words,hamming_distance,wer,cer,wacc,wer_hunt,mer,cil,cip,hits,substitutions,deletions,insertions,Length_reference,Length_prediction
161,6_31df9_default.xml,4,6,Ø,4.0,0.4,96.0,3.33,0.4,0.61,99.38,976,2,2,0,980,978
162,51.xml,4,4,478,2.96,0.57,97.03,2.96,0.57,0.85,99.14,694,2,1,1,697,697
163,319_9ddef_default.xml,2,3,995,1.42,0.13,98.57,1.18,0.13,0.13,99.86,1493,0,1,1,1494,1494
164,40.xml,3,4,Ø,4.34,0.57,95.65,3.8,0.57,0.76,99.23,519,1,0,2,520,522
165,33_425fa_default.xml,18,15,709,6.81,1.27,93.18,5.9,1.27,1.98,98.01,1393,10,4,4,1407,1407
166,33_8aee8_default.xml,6,9,Ø,6.33,0.68,93.66,4.92,0.67,0.68,99.31,877,0,4,2,881,879
168,151.xml,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,317,0,0,0,317,317
169,21_11ee5_default.xml,5,7,Ø,4.86,0.55,95.13,4.16,0.55,0.78,99.21,889,2,2,1,893,892
170,29_1f1e2_default.xml,36,33,Ø,17.74,2.84,82.25,15.32,2.81,3.29,96.7,1241,6,20,10,1267,1257
172,203.xml,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,325,0,0,0,325,325
173,2_4bf64_default.xml,20,10,Ø,62.5,17.69,37.5,56.25,17.54,27.59,72.4,94,13,6,1,113,108
174,21.xml,6,6,170,4.02,0.82,95.97,4.02,0.82,1.1,98.89,719,2,2,2,723,723
175,2012977.xml,24,21,Ø,9.63,1.78,90.36,8.48,1.78,2.74,97.25,1322,13,6,5,1341,1340
177,195.xml,2,2,215,3.44,0.59,96.55,3.44,0.58,0.59,99.4,337,0,1,1,338,338
178,19_2c887_default.xml,53,42,Ø,21.31,4.01,78.68,19.79,3.97,5.53,94.46,1282,21,18,14,1321,1317
179,22_047ba_default.xml,28,30,Ø,15.95,2.16,84.04,13.82,2.15,2.84,97.15,1271,9,12,7,1292,1287
180,486_8a0e8_default.xml,21,15,Ø,7.69,1.56,92.3,6.66,1.56,2.67,97.32,1321,15,2,4,1338,1340
181,181.xml,2,2,Ø,3.27,0.59,96.72,3.27,0.59,0.89,99.1,333,1,1,0,335,334
183,94.xml,3,3,Ø,2.23,0.4,97.76,2.23,0.4,0.53,99.46,740,1,2,0,743,741
184,59_33b44_default.xml,17,17,Ø,10.36,1.54,89.63,9.75,1.53,2.06,97.93,1094,6,3,8,1103,1108
185,207.xml,3,3,177,5.17,0.88,94.82,5.17,0.88,1.17,98.82,337,1,1,1,339,339
186,2012945.xml,6,6,Ø,2.73,0.43,97.26,2.73,0.43,0.65,99.34,1374,3,2,1,1379,1378
187,4_6c6d2_default.xml,6,5,Ø,4.06,0.73,95.93,4.06,0.73,0.98,99.01,807,2,4,0,813,809
188,44_745b2_default.xml,32,23,Ø,12.1,2.42,87.89,11.05,2.4,2.93,97.06,1300,7,12,13,1319,1320
190,6_32167_default.xml,25,12,347,7.18,2.25,92.81,6.28,2.24,4.09,95.9,1088,21,2,2,1111,1111
191,v2_bsb10149493_00618_full_1161__0_default.xml,60,35,Ø,8.59,2.2,91.4,7.86,2.19,3.42,96.57,2676,34,12,14,2722,2724
192,38_94fa7_default.xml,8,10,Ø,7.51,0.92,92.48,6.39,0.92,1.27,98.72,854,3,4,1,861,858
193,2012950.xml,8,8,Ø,4.59,0.7,95.4,4.02,0.7,1.14,98.85,1127,5,2,1,1134,1133
194,2012997.xml,7,10,Ø,4.5,0.46,95.49,3.82,0.46,0.59,99.4,1495,2,2,3,1499,1500
195,2012927.xml,4,5,Ø,2.32,0.29,97.67,1.86,0.29,0.36,99.63,1360,1,1,2,1362,1363
196,117.xml,2,2,Ø,3.12,0.66,96.87,3.12,0.65,0.98,99.01,302,1,0,1,303,304
197,page_106.xml,9,8,Ø,6.77,1.17,93.22,6.77,1.17,1.56,98.43,759,3,6,0,768,762
198,13982731.xml,25,26,Ø,13.54,2.0,86.45,13.02,2.0,3.11,96.88,1222,14,9,2,1245,1238
