,filename,levensthein_distance_char,levensthein_distance_words,hamming_distance,wer,cer,wacc,wer_hunt,mer,cil,cip,hits,substitutions,deletions,insertions,Length_reference,Length_prediction
126,page_00493.xml,31,21,Ø,10.71,2.43,89.28,9.69,2.41,3.49,96.5,1253,14,5,12,1272,1279
127,2012984.xml,21,29,Ø,12.23,1.32,87.76,9.7,1.31,1.87,98.12,1577,9,0,12,1586,1598
128,page_103.xml,7,6,Ø,4.95,0.87,95.04,4.13,0.87,1.24,98.75,795,3,4,0,802,798
129,2012893.xml,10,11,Ø,6.17,0.83,93.82,5.61,0.83,1.33,98.66,1183,6,4,0,1193,1189
130,2012977.xml,29,25,Ø,10.82,2.05,89.17,9.52,2.04,3.3,96.69,1386,18,7,4,1411,1408
131,2012981.xml,11,14,Ø,5.98,0.7,94.01,4.91,0.7,0.83,99.16,1554,2,5,4,1561,1560
132,81_c9c48_default.xml,59,61,Ø,26.29,3.87,73.7,23.06,3.85,5.34,94.65,1470,23,31,5,1524,1498
133,2123062.xml,14,15,Ø,9.37,1.34,90.62,9.06,1.34,1.72,98.27,1028,4,7,3,1039,1035
134,page_100.xml,15,16,Ø,11.76,1.84,88.23,10.29,1.84,2.33,97.66,798,4,9,2,811,804
135,319_9ddef_default.xml,2,3,1038,1.33,0.12,98.66,1.11,0.12,0.12,99.87,1549,0,1,1,1550,1550
136,2012886.xml,14,16,Ø,14.67,1.88,85.32,13.76,1.87,2.54,97.45,732,5,7,2,744,739
137,2012905.xml,11,12,Ø,7.27,0.99,92.72,6.66,0.99,1.53,98.46,1091,6,5,0,1102,1097
138,2012956.xml,25,20,Ø,8.13,1.6,91.86,7.52,1.6,2.56,97.43,1530,15,8,2,1553,1547
139,2012892.xml,6,7,Ø,3.88,0.51,96.11,3.61,0.51,0.6,99.39,1158,1,4,1,1163,1160
140,31_6add3_default.xml,2,2,Ø,3.92,0.62,96.07,3.92,0.62,0.94,99.05,316,1,1,0,318,317
141,2122892.xml,11,10,Ø,6.32,1.07,93.67,5.69,1.07,1.55,98.44,1017,5,5,1,1027,1023
142,2012996.xml,11,16,Ø,6.72,0.73,93.27,5.46,0.73,1.06,98.93,1492,5,2,4,1499,1501
143,page_108.xml,15,15,Ø,11.45,1.79,88.54,9.54,1.79,1.79,98.2,819,0,15,0,834,819
144,495_2893e_default.xml,14,8,Ø,3.55,0.97,96.44,3.33,0.97,1.8,98.19,1419,12,2,0,1433,1431
145,2012985.xml,34,18,723,7.79,2.17,92.2,6.7,2.16,3.43,96.56,1533,20,7,7,1560,1560
146,page_00002.xml,45,28,Ø,15.46,3.72,84.53,12.43,3.62,4.35,95.64,1196,9,4,32,1209,1237
147,2012959.xml,20,17,Ø,7.79,1.46,92.2,6.65,1.45,2.39,97.6,1352,13,2,5,1367,1370
148,2012980.xml,16,11,Ø,4.45,1.0,95.54,3.64,1.0,1.82,98.17,1570,13,2,1,1585,1584
149,page_00055.xml,24,8,Ø,4.14,1.97,95.85,4.14,1.97,3.51,96.48,1191,19,3,2,1213,1212
150,2012916.xml,28,23,Ø,9.66,1.88,90.33,8.19,1.88,3.07,96.92,1461,18,4,6,1483,1485
151,2012908.xml,9,9,Ø,12.5,1.82,87.5,11.8,1.8,2.01,97.98,489,1,3,5,493,495
152,2012995.xml,11,7,Ø,3.18,0.75,96.81,3.18,0.75,1.29,98.7,1453,8,3,0,1464,1461
153,page_105.xml,10,7,Ø,5.73,1.27,94.26,5.73,1.27,1.65,98.34,773,3,7,0,783,776
154,2012900.xml,3,3,Ø,1.65,0.25,98.34,1.65,0.25,0.42,99.57,1171,2,1,0,1174,1173
155,2012926.xml,9,7,Ø,3.11,0.58,96.88,2.66,0.58,0.96,99.03,1541,6,2,1,1549,1548
156,page_00098.xml,4,4,4,2.08,0.33,97.91,2.08,0.33,0.66,99.33,1204,4,0,0,1208,1208
157,2012954.xml,42,17,Ø,6.91,2.66,93.08,6.3,2.64,3.83,96.16,1546,19,12,11,1577,1576
158,488_6c491_default.xml,39,12,Ø,4.76,2.5,95.23,4.16,2.49,4.07,95.92,1522,25,10,4,1557,1551
159,2012933.xml,3,3,Ø,1.18,0.18,98.81,0.98,0.18,0.18,99.81,1602,0,2,1,1604,1603
160,2012993.xml,26,13,Ø,6.01,1.81,93.98,4.86,1.81,3.04,96.95,1410,18,3,5,1431,1433
161,2012974.xml,49,17,Ø,6.69,2.97,93.3,6.1,2.96,4.92,95.07,1602,33,11,5,1646,1640
162,2012978.xml,35,29,1007,11.98,2.24,88.01,10.12,2.23,3.55,96.44,1531,21,7,7,1559,1559
163,2012941.xml,8,8,Ø,3.53,0.55,96.46,3.31,0.55,0.96,99.03,1438,6,0,2,1444,1446
164,2012915.xml,7,10,Ø,4.25,0.46,95.74,3.4,0.46,0.73,99.26,1496,4,1,2,1501,1502
165,page_010.xml,24,21,Ø,16.8,2.97,83.2,14.0,2.95,3.69,96.3,788,6,12,6,806,800
166,2012962.xml,12,9,Ø,3.81,0.78,96.18,3.17,0.77,1.23,98.76,1528,7,3,2,1538,1537
167,2012964.xml,20,19,Ø,7.5,1.28,92.49,6.32,1.27,1.91,98.08,1547,10,4,6,1561,1563
168,2012939.xml,20,12,Ø,6.52,1.67,93.47,6.25,1.67,2.91,97.08,1173,15,3,2,1191,1190
169,2012936.xml,21,16,Ø,6.42,1.33,93.57,5.62,1.33,2.09,97.9,1553,12,6,3,1571,1568
170,19_670a9_default.xml,12,11,Ø,6.04,0.98,93.95,5.49,0.98,1.14,98.85,1211,2,9,1,1222,1214
171,180_8a70d_default.xml,63,58,Ø,24.68,4.06,75.31,19.57,4.06,5.83,94.16,1488,28,32,3,1548,1519
172,page_104.xml,9,8,Ø,6.34,1.1,93.65,5.55,1.09,1.22,98.77,811,1,6,2,818,814
173,2012983.xml,30,21,Ø,8.82,1.89,91.17,7.98,1.88,2.94,97.05,1562,17,7,6,1586,1585
174,2012919.xml,100,57,Ø,26.76,7.77,73.23,24.41,7.53,10.63,89.36,1227,42,18,40,1287,1309
