,filename,levensthein_distance_char,levensthein_distance_words,hamming_distance,wer,cer,wacc,wer_hunt,mer,cil,cip,hits,substitutions,deletions,insertions,Length_reference,Length_prediction
70,137_cab99_default.xml,22,22,Ø,10.32,1.54,89.67,9.38,1.54,2.44,97.55,1404,13,5,4,1422,1421
71,2012901.xml,19,11,Ø,6.47,1.65,93.52,6.17,1.64,2.51,97.48,1133,10,4,5,1147,1148
72,2012967.xml,7,3,Ø,1.33,0.49,98.66,1.33,0.49,0.77,99.22,1414,4,0,3,1418,1421
73,2012968.xml,4,1,Ø,0.48,0.29,99.51,0.48,0.29,0.43,99.56,1365,2,0,2,1367,1369
74,page_00076.xml,27,15,Ø,8.77,2.25,91.22,8.18,2.23,3.54,96.45,1180,16,2,9,1198,1205
75,page_00073.xml,11,5,Ø,3.31,1.03,96.68,3.31,1.03,1.59,98.4,1054,6,0,5,1060,1065
76,2012930.xml,9,6,Ø,2.98,0.65,97.01,2.98,0.65,0.94,99.05,1372,4,2,3,1378,1379
77,2013000.xml,3,6,Ø,2.81,0.21,97.18,2.11,0.21,0.21,99.78,1384,0,1,2,1385,1386
78,2012942.xml,8,6,201,2.57,0.53,97.42,2.36,0.53,0.93,99.06,1491,6,1,1,1498,1498
79,page_107.xml,11,7,Ø,5.14,1.3,94.85,4.77,1.3,1.88,98.11,835,5,2,4,842,844
80,90_fee98_default.xml,26,23,771,11.85,2.02,88.14,10.82,2.01,2.93,97.06,1267,12,7,7,1286,1286
81,2013217.xml,15,13,Ø,5.75,1.06,94.24,5.53,1.06,1.62,98.37,1398,8,5,2,1411,1408
82,2012950.xml,4,5,Ø,2.87,0.35,97.12,2.29,0.35,0.53,99.46,1124,2,2,0,1128,1126
83,2012889.xml,20,11,Ø,6.58,1.8,93.41,6.58,1.79,2.77,97.22,1093,11,3,6,1107,1110
84,2012969.xml,5,6,Ø,2.72,0.36,97.27,2.27,0.36,0.5,99.49,1376,2,1,2,1379,1380
85,2012885.xml,4,3,Ø,4.05,0.82,95.94,3.37,0.82,1.02,98.97,483,1,1,2,485,486
86,214_de2b5_default.xml,23,21,Ø,10.24,1.71,89.75,9.75,1.7,2.44,97.55,1324,10,10,3,1344,1337
87,2012949.xml,7,8,Ø,3.82,0.52,96.17,3.34,0.52,0.66,99.33,1338,2,2,3,1342,1343
88,2012986.xml,5,9,Ø,3.81,0.33,96.18,2.75,0.33,0.33,99.66,1489,0,0,5,1489,1494
89,2012989.xml,6,10,Ø,4.92,0.42,95.07,3.94,0.42,0.56,99.43,1405,2,0,4,1407,1411
90,2012925.xml,5,2,9,0.91,0.34,99.08,0.91,0.34,0.55,99.44,1433,3,1,1,1437,1437
91,2012924.xml,7,6,Ø,2.75,0.49,97.24,2.52,0.49,0.63,99.36,1403,2,4,1,1409,1406
93,2012887.xml,16,12,Ø,9.67,1.95,90.32,8.87,1.94,2.78,97.21,807,7,6,3,820,817
94,2012932.xml,5,3,Ø,1.45,0.39,98.54,1.45,0.39,0.71,99.28,1255,4,0,1,1259,1260
95,2012914.xml,17,12,Ø,6.15,1.34,93.84,5.12,1.33,2.03,97.96,1258,9,1,7,1268,1274
96,204_89ed9_default.xml,17,19,Ø,10.27,1.41,89.72,8.91,1.41,1.99,98.0,1187,7,6,4,1200,1198
97,2012998.xml,4,5,Ø,2.14,0.26,97.85,1.71,0.25,0.32,99.67,1537,1,0,3,1538,1541
98,2012927.xml,2,3,Ø,1.39,0.14,98.6,1.16,0.14,0.22,99.77,1359,1,1,0,1361,1360
