,filename,levensthein_distance_char,levensthein_distance_words,hamming_distance,wer,cer,wacc,wer_hunt,mer,cil,cip,hits,substitutions,deletions,insertions,Length_reference,Length_prediction
517,Sceve_1544_btv1b8609581h_82.xml,3,2,505,1.34,0.34,98.65,1.34,0.34,0.45,99.54,879,1,1,1,881,881
518,Tyard_1549_btv1b8617188p_32.xml,3,3,Ø,2.17,0.42,97.82,2.17,0.42,0.7,99.29,709,2,0,1,711,712
519,Sceve_1544_btv1b8609581h_31.xml,4,3,Ø,2.75,0.68,97.24,2.75,0.68,0.85,99.14,579,1,0,3,580,583
520,Magny_1553_bpt6k8711906g_63.xml,2,1,2,0.53,0.19,99.46,0.53,0.19,0.38,99.61,1036,2,0,0,1038,1038
521,Bucer_Eph_b_180_8a70d_default.xml,22,27,Ø,12.05,1.46,87.94,10.04,1.45,1.92,98.07,1486,7,11,4,1504,1497
522,Tyard_1549_btv1b8617188p_47.xml,2,2,Ø,1.63,0.29,98.36,1.63,0.29,0.44,99.55,674,1,0,1,675,676
525,Spiegel_1531_v2_bsb10149493_00618_full_1161__0_default.xml,10,5,Ø,1.22,0.36,98.77,1.1,0.36,0.66,99.33,2712,8,2,0,2722,2720
526,Epigrammata_1520_58_7ea4c_default.xml,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,741,0,0,0,741,741
527,desRoches_1585_bpt6k706947_44.xml,2,3,Ø,2.41,0.26,97.58,2.01,0.26,0.39,99.6,762,1,1,0,764,763
528,Apologia_1534_6_55c4f_default.xml,7,3,Ø,1.67,0.56,98.32,1.67,0.56,0.56,99.43,1241,0,7,0,1248,1241
529,Apologia_1534_68_2f81f_default.xml,2,4,1018,2.22,0.17,97.77,1.66,0.17,0.17,99.82,1126,0,1,1,1127,1127
530,T_M_Daneau_1_Tim_C2_2012966.xml,2,2,2,0.84,0.13,99.15,0.84,0.13,0.26,99.73,1501,2,0,0,1503,1503
531,Montenay_btv1b8609568n_171.xml,5,5,Ø,7.81,1.42,92.18,7.81,1.4,1.4,98.59,352,0,0,5,352,357
532,Guillet_1546_bpt6k3182270_9.xml,23,12,Ø,25.53,8.39,74.46,24.46,8.36,12.86,87.13,252,13,9,1,274,266
533,Sceve_1544_btv1b8609581h_40.xml,4,4,Ø,2.25,0.43,97.74,2.25,0.43,0.75,99.24,920,3,0,1,923,924
534,Epigrammata_1520_57_83a75_default.xml,3,5,Ø,4.27,0.39,95.72,3.41,0.39,0.39,99.6,766,0,3,0,769,766
535,Megander_Eph_page_106.xml,4,4,Ø,3.38,0.52,96.61,3.38,0.52,0.9,99.09,765,3,0,1,768,769
536,Labe_1555_btv1b86095588_70.xml,1,1,1,0.5,0.09,99.5,0.5,0.09,0.18,99.81,1092,1,0,0,1093,1093
538,desRoches_1585_bpt6k706947_38.xml,4,4,Ø,2.29,0.41,97.7,2.29,0.41,0.41,99.58,965,0,1,3,966,968
539,Apologia_1534_73_b0927_default.xml,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1144,0,0,0,1144,1144
540,Guillet_1546_bpt6k3182270_37.xml,5,4,Ø,5.4,1.21,94.59,5.4,1.21,1.21,98.78,408,0,2,3,410,411
541,Labe_1555_btv1b86095588_117.xml,9,3,Ø,1.53,0.84,98.46,1.28,0.84,0.84,99.15,1056,0,8,1,1064,1057
542,Apologia_1534_62_4300c_default.xml,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1099,0,0,0,1099,1099
543,Guillet_1546_bpt6k3182270_17.xml,5,5,449,3.84,0.66,96.15,3.84,0.66,0.79,99.2,748,1,2,2,751,751
544,Labe_1555_btv1b86095588_85.xml,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1123,0,0,0,1123,1123
545,T_M_Daneau_1_Tim_C2_2012994.xml,3,5,Ø,2.4,0.21,97.59,1.92,0.21,0.29,99.7,1374,1,2,0,1377,1375
546,Megander_Eph_page_101.xml,4,5,Ø,4.06,0.51,95.93,3.65,0.51,0.77,99.22,766,2,2,0,770,768
548,desRoches_1585_bpt6k706947_55.xml,2,2,Ø,1.73,0.3,98.26,1.73,0.3,0.3,99.69,664,0,0,2,664,666
549,Magny_1553_bpt6k8711906g_66.xml,1,1,Ø,0.53,0.09,99.46,0.53,0.09,0.09,99.9,1062,0,0,1,1062,1063
550,Sceve_1544_btv1b8609581h_11.xml,4,4,Ø,3.92,0.71,96.07,3.92,0.7,1.06,98.93,561,2,0,2,563,565
551,T_M_Daneau_1_Tim_C1_2012940.xml,3,2,Ø,0.83,0.19,99.16,0.83,0.19,0.32,99.67,1535,2,0,1,1537,1538
553,T_M_Daneau_1_Tim_C2_2012987.xml,3,4,Ø,1.78,0.19,98.21,1.56,0.19,0.32,99.67,1512,2,0,1,1514,1515
554,desRoches_1585_bpt6k706947_43.xml,2,2,Ø,1.96,0.33,98.03,1.96,0.33,0.33,99.66,593,0,0,2,593,595
