,filename,levensthein_distance_char,levensthein_distance_words,hamming_distance,wer,cer,wacc,wer_hunt,mer,cil,cip,hits,substitutions,deletions,insertions,Length_reference,Length_prediction
257,Marquets_1562_bpt6k1521180m_18.xml,9,5,Ø,6.25,1.7,93.75,6.25,1.69,2.62,97.37,523,5,0,4,528,532
258,desAutels_1550_bpt6k15272172_60.xml,1,2,Ø,1.2,0.1,98.79,0.9,0.1,0.1,99.89,941,0,0,1,941,942
259,Labe_1555_btv1b86095588_62.xml,7,3,Ø,1.42,0.58,98.57,1.19,0.58,0.75,99.24,1180,2,5,0,1187,1182
260,Ad_Leonem_1514_7_16665_default.xml,1,1,1,1.19,0.19,98.8,1.19,0.19,0.39,99.6,511,1,0,0,512,512
261,Apologia_1534_9_33729_default.xml,7,7,Ø,3.53,0.5,96.46,3.53,0.5,0.72,99.27,1367,3,3,1,1373,1371
262,Bucer_Eph_b_149_e44d1_default.xml,14,13,Ø,5.75,0.96,94.24,5.3,0.96,1.43,98.56,1443,7,3,4,1453,1454
263,T_M_Daneau_1_Tim_C1_2012885.xml,8,4,Ø,5.12,1.58,94.87,5.12,1.58,1.97,98.02,498,2,4,2,504,502
265,T_M_Daneau_1_Tim_C2_2012951.xml,2,4,Ø,1.71,0.12,98.28,1.28,0.12,0.12,99.87,1556,0,2,0,1558,1556
266,Labe_1555_btv1b86095588_16.xml,2,1,Ø,0.51,0.17,99.48,0.51,0.17,0.26,99.73,1145,1,0,1,1146,1147
267,Montenay_btv1b8609568n_141.xml,4,3,Ø,4.47,1.15,95.52,4.47,1.15,2.01,97.98,342,3,0,1,345,346
269,Montenay_btv1b8609568n_165.xml,6,5,Ø,8.92,1.8,91.07,8.03,1.79,2.68,97.31,329,3,1,2,333,334
270,Labe_1555_btv1b86095588_47.xml,23,6,Ø,2.79,1.87,97.2,1.86,1.87,2.03,97.96,1205,2,20,1,1227,1208
271,T_M_Daneau_1_Tim_C2_2012970.xml,5,5,Ø,2.06,0.32,97.93,1.65,0.32,0.45,99.54,1525,2,0,3,1527,1530
272,Labe_1555_btv1b86095588_37.xml,2,1,Ø,0.5,0.18,99.5,0.5,0.18,0.27,99.72,1085,1,0,1,1086,1087
273,Montenay_btv1b8609568n_163.xml,2,2,2,3.57,0.62,96.42,3.57,0.62,1.24,98.75,319,2,0,0,321,321
274,Labe_1555_btv1b86095588_52.xml,8,4,Ø,1.96,0.68,98.03,1.47,0.67,0.76,99.23,1169,1,5,2,1175,1172
275,Guillet_1546_bpt6k3182270_53.xml,6,6,Ø,4.25,0.78,95.74,3.9,0.77,1.29,98.7,765,4,0,2,769,771
276,Daneau_1-Tim_6_32167_default.xml,25,13,Ø,7.42,2.19,92.57,7.14,2.17,3.29,96.7,1124,13,1,11,1138,1148
277,Sceve_1544_btv1b8609581h_45.xml,18,11,Ø,6.25,1.76,93.75,6.25,1.74,2.61,97.38,1011,9,0,9,1020,1029
278,Apologia_1534_38_21492_default.xml,5,5,Ø,2.59,0.37,97.4,2.59,0.37,0.37,99.62,1324,0,5,0,1329,1324
